product_title,rating,summary,review,sentiment
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Value-for-money,Worth for 539rs,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Really Nice,nice,Positive
BoAt BassHeads 100 Wired Headset,5,Just wow!,it's just fantastic... I gifted it to my girlfriend cum wife on her b'day... ssly I got a cute hugs n kisses for that bcz she is music n mine lovers also... so she loves these headphones bcz I gave her also the sound quality of that headphones ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‹ÂœÃƒÂ°Ã…Â¸Ã‹ÂœÃ‹ÂœÃƒÂ°Ã…Â¸Ã‹ÂœÃ‹Âœ,Positive
BoAt BassHeads 100 Wired Headset,5,Worth every penny,everything is good but bass boosting coming from right ear 8ts not good better change to left ear,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Just wow!,I liked very much,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Good choice,"""The sound quality is really good and it's worth every penny. But the unit I received had some manufacturing defect so after around 3 months of use",Positive
realme Buds Wireless Bluetooth Headset,5,Must buy!,osm wireless buds on this price ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Great product,Good product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Its too good. Worth for price.,Positive
realme Buds 2 Wired Headset,5,Must buy!,This is a very good product.The sound quality and bass from it is soo close to the one from my old Skullcandy Ink'd headphones. A must buy under 600k range.The build quality and the finish as also top notch. Great job realme!And thanks to flipkart for that speedy delivery.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Good quality product,Nice,Positive
BoAt BassHeads 100 Wired Headset,5,Super!,Good in ear headphone with a good bass. The clarity is also good.A good headphone at this rate.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Awesome,"""Writing after 2 months of using.Pros: 1. Amazing battery life",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Wonderful,Good sound but not best.  Playing pubg by using this headphone is good. I like it.  Bass lovers not like it.,Positive
realme Buds 2 Wired Headset,4,Delightful,"""It definitely satisfy your expectations.. bass is punchy",Positive
BoAt BassHeads 100 Wired Headset,5,Worth every penny,awsome quality sound like a Sony speaker bass is really good and one benefit is 1 year warranty,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Nice ProductThank you Flipkart Team,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific purchase,this product is amazing nice build quality nice bass nd sound but i not impress with the flipcart delivery service .,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,All over..  it's okk,Positive
realme Buds 2 Wired Headset,5,Awesome,"""Writing review after 6 months of daily use..Personally i use earphones on daily basis. When i upgraded to these earphones",Positive
BoAt Airdopes 131 Bluetooth Headset,5,Awesome,Beautiful products,Positive
realme Buds Wireless Bluetooth Headset,5,Wonderful,this is beyond expectation #realme_products are just awesome for a music lover like me sound quality is perfect ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Super!,Nice super bass ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific,It's really a very good earphone. Good bass also. I prefer u to go for it. The best earphone with good price....,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"""Bought this pretty decent Headset about a month ago.Here are the pros: Good sound quality and bass",Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,"""i like to have it.. it's really good",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,"""This works great with OnePlus 6 where you have audio tune option ",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Have a breath....close yr eyes...open now......click on order now...received your product?open it....and just plug and play....its just awesome.......,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Delightful,m writing it after using it extensively for a month..the sound is awsm..and the vocals and trebles r good...bass is also nyc....but it doesn't hv a extra thumping bass..if u r looking 4 it...u should go for realme wireless ....otherwise go 4 itthe battery backup ..and fast charging is the best....the build quality is good..,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Simply awesome,Nice sounds quality,Positive
BoAt BassHeads 100 Wired Headset,5,Simply awesome,Very Comfortable and gives good quality of sound.You can't get such a good product at such a low price.Love this Product.,Positive
realme Buds 2 Wired Headset,5,Highly recommended,Mind blowing purchaseThis is very important and perfect quality.. It's very good bass quality and good build qualityThis is budget earphones realme buds 2...It is amazing and cargo.... Thanks Realme...,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good quality product,"""I am writing this review after using this device for 10 days ",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Perfect product!,Wery nice nice sound,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Pretty good,The product quality was pretty good. But i don't like that gold color. But in the price point the neckband was awesome.ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Good product,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,Got this in 17hrs of ordering amazing delivery by flipkart and best earphone build quality is good and bass is better not the best very comfortable in ear excellent at this price buy this if this comes in Ur price range no doubt abt it. just go for it.,Positive
realme Buds 2 Wired Headset,5,Fabulous!,Good product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂSuper design ÃƒÂ°Ã…Â¸Ã‹ÂœÃ…Â Nice lookÃƒÂ¢Ã¢Â„Â¢Ã‚Â¥ÃƒÂ¯Ã‚Â¸Ã‚ÂGreat bass ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’,Positive
BoAt BassHeads 100 Wired Headset,5,Brilliant,great product build quality is good bass is great and this  price point  its a great product,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Wow I'm very happy..,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific purchase,I purchased this product a very long time ago. At that time I got more pairs of extra ear tips and the wire is also so tangle free. But now this in this product I got only two pairs and the wire quality is not so good and it is just above par. The sound quality is good as well as bass. The two cables after the dissection from microphone looks very thin and make to feel I should take care about them while I use.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Very Good,Noise cancellation is not good... It's not hears good for opposite persons while talking otherwise it's best one,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Awesome,Very nice product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Gd product.I paid 1299 is most costly.Normal price is 999.its reallly gd product nyc sound deep bass and looking so nyc,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Best in the market!,"""Excellent build quality and excellent battery backup.If you are having low bass output",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,It is so good in awesome product I am so happy e this product battery backup he is good,Positive
realme Buds 2 Wired Headset,5,Worth every penny,"""Great sound",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Must buy!,"""It's a amazing product by One plus",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,Best product in @999 price range. Sound quality & design is fantastic. Fast delivery by Flipkart. I loved it. Go for it.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,awsome,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,Ooosum,Positive
BoAt BassHeads 100 Wired Headset,5,Brilliant,"""its amazing ",Positive
realme Buds Q Bluetooth Headset,5,Just wow!,Best budget buds,Positive
realme Buds Wireless Bluetooth Headset,4,Wonderful,"""Not best but good as wireless",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Must buy!,Best in terms of everything grab it guys!!,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Overall okay in this price range. I got it for Rs864. Call vibration is plus point.,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Nice product,Good,Positive
realme Buds Wireless Bluetooth Headset,5,Simply awesome,"""in love with thisthe auto turn off when magnet sticks is very handy and saves batteryaudio quality good...balances between the highs and the lows good mids alsoi have used skullcandy inkd as well as boat rockerz 225as a comparison",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Bass superSong clarity superSound quality superLight weight5/5,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Good,Positive
realme Buds Q Bluetooth Headset,5,Excellent,Good Battery Backup and Sound Quality,Positive
realme Buds 2 Wired Headset,5,Simply awesome,This airphone is vry nice and best sounds and good wire best quality,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Terrific,Osm sound,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Ok good product,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Worth the money,Battery backup is amazing. Sound quality is also best but base could be Better. Also calling function could be better.,Positive
realme Buds Wireless Bluetooth Headset,4,Wonderful,Best in all earphone but only faced problem for pubg audio lag...!!,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Nice product,"""Pros : you know that already. cons : It has a decent amount of bass",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,It's really fantastic ÃƒÂ°Ã…Â¸Ã‹ÂœÃ…Â  product but sound quality less but product is too good Thanks flipkart good product& fast delivery,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Super battery 12 hours...,Positive
BoAt BassHeads 100 Wired Headset,4,Good choice,nice product in valuable price delivery is very fast and good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,Good oneÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥ÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,"""Amazing product with superb quality and good base and clear call connectivity",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,All are good..n best in this range of cost. Sounds awesome...no need of any doubt regarding the sound..only limitation..is the design of the wires of earphones..they are very thin...rough handling should not be done..for this type of earphones.,Positive
BoAt BassHeads 100 Wired Headset,5,Simply awesome,Stylish and comfortable to wear. Isolates the sound very well from external noise. Sound quality is good which is worthy at this price range. Highly recommended.,Positive
realme Buds Q Bluetooth Headset,4,Really Nice,Good one,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Good product with good sound end bass is excellentVery low weight but the wire quality is low .,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,It's good right now. Working good. Happy using it. Use it for taking online classes and yoga and it's just working beautifully.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Just wow!,Nice,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Worth the money,Very nice and elegant design and color. Sound quality is good. Got it at 1299/- and feels good at this price range. Battery is okay as of now. Bass would have been better.,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Best in the market!,Nice product must buy lovely i am so statisfied,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Super!,"""Awesome product for this price.. Sound quality",Positive
realme Buds Wireless Bluetooth Headset,5,Terrific purchase,It's too awsome,Positive
realme Buds 2 Wired Headset,5,Awesome,Awesome,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,"""I got this product in 340 only ",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Nice,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Really Nice,One of best neckband I ever seen before.. I like it,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Mind-blowing purchase,Don't worry about missing logo . Product is amazing and original ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â. Company changed the box design .,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,Excellent.. my 1st bluetooth Headset & m very much Happy with it.. 999/- is the best cost for this headset..Truly worth it..,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"""Nice product",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,Superb product below 1k.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,"""Good product. Never used bluetooth headset before. Now I am happy to see ease in my work. As I noticed boat marketing their products aggressively in market in recent days. About product it's like awesome having better build quality",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Best in the market!,"""Superb quality ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ bass abd sound quality are also very fine... From my personal review",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Good,Positive
realme Buds Wireless Bluetooth Headset,4,Value-for-money,The product is owsme and sound is good it will set ears are good and battery is superb and design is good *** it was a quality product from realme,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Good product,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Very Good,Acc to Price...its nice but properly result will be come out in 3 months ..ÃƒÂ¢Ã…Â“Ã…Â’ÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Good choice,"""Very niceSound Quality",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Delightful,It's sound quality and battery backup is amazing. Very good in this price range ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Great product,Good battery backup and super bass.,Positive
realme Buds Wireless Bluetooth Headset,5,Terrific,Better than One Plus earphones for music. Realme Bass is better than One Plus Bullets Wireless Z.,Positive
realme Buds 2 Wired Headset,4,Pretty good,"""Hi Folks",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,The build quality of v2 is chipper than 225.Sound quality is almost same.(4/5)Incoming call alart is nice.(5/5)The buds are also feels very plastic.(3/5)I feel the bass is lower but smooth.(3/5)Battery backup is really wonderful wonderful. (5/5)I thing i felt the length of the wire is short.(3/5)But the wire hiding design is really impressive.(5/5) Overall i will say go for it.,Positive
realme Buds 2 Wired Headset,5,Terrific,Amazing product!!! Worth every penny. You can't get better earbuds than this at this price. The braided wire gives you more protection from any damage. It will last longer for sure.Thank you Flipkart !!!,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Best price and value for money.... Bass quality is oswm.... Clear sound and loud sound of full volume.. Design and build quality is superb in this price range Battery backup is oswm.... I used with full charge its run a full day... I am soo happy with battery backup... And vibration mood is superb... ... Don't thik just buy it....,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Awesome,Very rich and bass heavy earphone..... sound quality is extremely good....You won't feel it is a Rs. 2000 worth earphone..... Thank you one plus,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,All thing is good like battery is much more back sach as nearly 20 hours and design is also good but bass is not good......Go for it,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Simply awesome,Go 4 it....,Positive
realme Buds Q Bluetooth Headset,5,Brilliant,Awsome product....worth to every penny,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,"""Amazing sound quality ",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Very Good,Everything about this product is fine . The only problem is these do not fit properly in the ears. They are loose so u will have to readjust them frequently. Except that everything is fine.,Positive
BoAt BassHeads 100 Wired Headset,5,Mind-blowing purchase,This is my 2nd headphone from Boat. I am falling in love with Boat. Awesome product. Awesome design. Sound clarity is good. Bass is powerful.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Awesome looks and feel..  Bass and sound quality is awesome.... boAt is boAt... Awesome,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Nice product,Charges 100 percent in just 10 minutes but sound quality could have been better,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Nice Product..........Battery backup is very Good 100%Sound quality goodBass GoodHeadphone Design Always goodFast Charging..ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Best in the market!,Good product with good audio quality decent bass and excellent battery backup,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Worth the money,"""Delivery is superb",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,Awesome colour! Amazing experience .. but only the charging data cable is not of good quality and adjustable clip is not so tight.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Fast delivery good sound quality thank you,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Must buy!,Good ÃƒÂ°Ã…Â¸Ã‹ÂœÃ…Â’ Gor Buy!,Positive
realme Buds Wireless Bluetooth Headset,5,Just wow!,for me this is one of the best bluetooth headset audio quality greatbuild quality great battery backup great worth every penny,Positive
realme Buds 2 Wired Headset,5,Perfect product!,Dna dan,Positive
realme Buds Q Bluetooth Headset,5,Terrific,nice product m very hpyy thnx flip cart,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,"""Excellent Bluetooth headphone",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,A gud budget friendly headsets**after using these headsets for a month I can say that these are gud value for money and turns great if you have a 1+phone..*Sound quality is good ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â--- although bass is not that punchier ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â½ *and the best part is its battery backup.ÃƒÂ°Ã…Â¸Ã‚Â¤Ã…Â¸ you can surely have a week backup for a moderate use.. if you have wrap charging.. you will charge it from 0% to 100% in an hour only..*Light weight ÃƒÂ°Ã…Â¸Ã‚Â¤Ã…Â¸*Bluetooth range is gud..ÃƒÂ°Ã…Â¸Ã‚Â¤Ã…Â¸*Magnetic pause and play works great ÃƒÂ°Ã…Â¸Ã‚Â¤Ã…Â¸++G...,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Great product,Very nice,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Very Good,"""Using this since two weeks now...at first I was disappointed as the sound quality was not up to the mark as per my expectations but then I changed my ear buds with the ones which fits perfectly. Then I have to say the sound quality is very good and the bass too. So itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s recommended that before start using it please check the ear buds (2 extra sets given in the box) which fit you the best. Next I would like to say that the mic quality is also good",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Good,Positive
BoAt BassHeads 100 Wired Headset,4,Good quality product,nice head set looks good and also its working more than 6months still same hearing qlty. its in ear head set good one for mobile and laptop,Positive
realme Buds Wireless Bluetooth Headset,5,Terrific purchase,Nice product ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Great product,This quality is very nice and music sounds it's very very osm,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Pretty good,No bad,Positive
realme Buds 2 Wired Headset,5,Perfect product!,Excellent build quality compared this price pointGood bassExcellent troubleNice look Good battery back upAll over good,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Wonderful,Very nice within range..,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Value-for-money,For 864Rs Great product.....,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Supar,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Value-for-money,Money worth product then compared to other and very quality sound and bass,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Pretty good,10 minutes of charge 10 hours backup and it turns off / On automatically if both magnet ear piece attached/ detached are 'the best features' !!,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Best in the market!,Battery backup is good. Charging speed also very fast. Not best but good sound quality. Worth for price. I am enjoying the product,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Best in the market!,exlent products,Positive
realme Buds Wireless Bluetooth Headset,5,realme's soule,this produt is very good enough with sound quality.it has a punchent base.calling clarity is also good.i am just saying by using it in 1 day. it is a worthy product.thank you realme for it.,Positive
realme Buds 2 Wired Headset,5,Excellent,I have been using this headphones from 1.5year I'm soo satisfied no other products can't beat this in this process segment,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Very Good,Sound and bass quality are good. But because of the design it hurts a lot in the ear.,Positive
realme Buds Wireless Bluetooth Headset,4,Worth the money,I am using this product from last 3 months.Its good but not the best.In this price range I think it's better than JBL.its battery backup is impress me.Its lasted 8 hours .,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,"""Good Branded Product from Boat",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Super!,suparb headphones ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã‚Â¯ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã‚Â¯ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â§ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â§ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â§ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â»ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â»,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Very Good,Bass is slightly low but overall nice battery backup super I use oraimo neckless 2 but oraimo bass is best than one plus bullet wireless z after all a good package slightly low sound,Positive
realme Buds Q Bluetooth Headset,5,Great product,Bought them in 1499 20 days ago...battery is 2 hrs for songs 1.5 hrs for call for a single bud. But the box can fully charge them in 30 minutes so no problem ..mic connectivity during call is also very good seems like hd calling but for a better experience you may require a calm place. Overall with brand support like real me one can buy blindfull,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,"""Superb quality",Positive
BoAt Airdopes 131 Bluetooth Headset,4,Good choice,Nive,Positive
realme Buds 2 Wired Headset,5,Highly recommended,Very good build quality nice bass overall well balanced experience delivered in 4 days,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Terrific,Awesome product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ Bass ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã‚Â¥ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â,Positive
BoAt BassHeads 100 Wired Headset,5,Excellent,"""Best in the market sound is awesome",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Brilliant,Best ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Awesome product at this price rangeI really loved it a lotI bought it just for Rs.484,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific,Good sound. Bass is great on hd music. Most importantly they are comfortable to the ears and have a good grip. Great buy in this budget.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Value-for-money,Nice,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Perfect product!,"""Those who are complaing about low bass... it's a humble request to you all please change the ear tips to a larger size and try to listen. Intially i was also not happy with the bass",Positive
realme Buds Wireless Bluetooth Headset,5,Brilliant,Good,Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,"""Very good and durable earphones! I have used JBL",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Classy product,Nyc quality,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Very Good,I LOVE BOAT LOVABLE,Positive
realme Buds 2 Wired Headset,4,Wonderful,This earphone is truly worth it's price i.e. 500. Got it 2 days ago and using it since then. Sound quality is awsm and bass too. The only problem I face is with lower notes of music or videos but that is also ok when the price is considered. Built quality and its functionality were the main I bought these and they stand pretty well in that perspective too. The only thing in its build quality that I hate is that they used 2 wires one is braided and other one is normal. So yeah there's a litt...,Positive
realme Buds 2 Wired Headset,5,Super!,"""Sound quality is very good ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â and design of a headphones comfortable",Positive
BoAt BassHeads 100 Wired Headset,4,Worth the money,Nice product on this prize sound is good bass is also good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,BEST PRICE BOAT ROCKERS EXCELLENT WORKING BATERY BACUP SUPER,Positive
realme Buds Wireless Bluetooth Headset,4,Delightful,"""After using Portronics Harmonics 208 and many research I found a good wireless headset( Realme Buds ).One of my friends using boat225",Positive
realme Buds 2 Wired Headset,5,Fabulous!,"""Best earphones for Enhanced Bass experience",Positive
realme Buds 2 Wired Headset,5,Excellent,nice earphones with smooth sound. even the build quality is best . this earphone is better for bass lover . and also  for smooth playback,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Just wow!,Exelent,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Just wow!,Best product,Positive
realme Buds 2 Wired Headset,5,Excellent,"""One of the best earphones that I have used in my entire life. Premium quality bass",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Excellent,Super,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Nyc products,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Very nice,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Very nice product. quality is awesome.,Positive
